CustomerID,InvoiceID,InvoiceDate,Amount,ProductCategory,Quantity,UnitPrice
C1067,INV-600667,2024-12-06 00:00:00,91.93,Electronics & Gadgets,1,91.93
C1067,INV-600667,2024-12-06 00:00:00,98.25,Gourmet Foods & Coffee,3,32.75
C1616,INV-602744,2024-12-06 00:00:00,194.12,Electronics & Gadgets,1,194.12
C1725,INV-603014,2024-12-06 00:00:00,28.0,Apparel & Designer Wear,1,28.0
C1067,INV-600667,2024-12-06 00:00:00,110.24,Home & Smart Living,1,110.24
C1616,INV-602744,2024-12-06 00:00:00,113.41,Electronics & Gadgets,1,113.41
C1725,INV-603014,2024-12-06 00:00:00,28.0,Apparel & Designer Wear,1,28.0
C1632,INV-602820,2024-12-06 00:00:00,183.69,Home & Smart Living,3,61.23
C1594,INV-602633,2024-12-06 00:00:00,338.72,Home & Smart Living,4,84.68
C1018,INV-600178,2024-12-06 00:00:00,166.49,Sports & Outdoors,1,166.49
C1018,INV-600178,2024-12-06 00:00:00,101.46,Apparel & Designer Wear,1,101.46
C1658,INV-602918,2024-12-06 00:00:00,132.59,Sports & Outdoors,1,132.59
C1658,INV-602918,2024-12-06 00:00:00,143.57,Sports & Outdoors,1,143.57
C1658,INV-602918,2024-12-06 00:00:00,99.18,Apparel & Designer Wear,1,99.18
C1632,INV-602820,2024-12-06 00:00:00,91.0,Sports & Outdoors,1,91.0
C1031,INV-600308,2024-12-06 00:00:00,226.91,Sports & Outdoors,1,226.91
C1031,INV-600308,2024-12-06 00:00:00,182.68,Electronics & Gadgets,1,182.68
C1619,INV-602763,2024-12-06 00:00:00,294.9,Beauty & Wellness,10,29.49
C1632,INV-602820,2024-12-06 00:00:00,99.66,Apparel & Designer Wear,1,99.66
C1053,INV-600528,2024-12-07 00:00:00,143.0,Beauty & Wellness,1,143.0
C1017,INV-600169,2024-12-07 00:00:00,227.22,Apparel & Designer Wear,2,113.61
C1172,INV-601516,2024-12-07 00:00:00,48.75,Beauty & Wellness,1,48.75
C1053,INV-600528,2024-12-07 00:00:00,130.96,Gourmet Foods & Coffee,4,32.74
C1172,INV-601516,2024-12-07 00:00:00,88.14,Sports & Outdoors,1,88.14
C1172,INV-601516,2024-12-07 00:00:00,97.46,Home & Smart Living,2,48.73
C1053,INV-600528,2024-12-07 00:00:00,80.31,Home & Smart Living,1,80.31
C1652,INV-602895,2024-12-08 00:00:00,323.78,Electronics & Gadgets,1,323.78
C1635,INV-602831,2024-12-08 00:00:00,436.46,Home & Smart Living,2,218.23
C1085,INV-600847,2024-12-08 00:00:00,365.3,Beauty & Wellness,10,36.53
C1652,INV-602895,2024-12-08 00:00:00,248.39,Electronics & Gadgets,1,248.39
C1637,INV-602840,2024-12-08 00:00:00,300.0,Gourmet Foods & Coffee,5,60.0
C1637,INV-602840,2024-12-08 00:00:00,309.8,Home & Smart Living,1,309.8
C1066,INV-600657,2024-12-09 00:00:00,409.72,Beauty & Wellness,4,102.43
C1036,INV-600356,2024-12-09 00:00:00,465.54,Home & Smart Living,3,155.18
C1008,INV-600079,2024-12-10 00:00:00,181.09,Sports & Outdoors,1,181.09
C1097,INV-600949,2024-12-10 00:00:00,63.59,Apparel & Designer Wear,1,63.59
C1008,INV-600079,2024-12-10 00:00:00,128.44,Gourmet Foods & Coffee,4,32.11
C1097,INV-600949,2024-12-10 00:00:00,78.89,Electronics & Gadgets,1,78.89
C1593,INV-602627,2024-12-11 00:00:00,91.28,Home & Smart Living,1,91.28
C1006,INV-600059,2024-12-11 00:00:00,81.38,Gourmet Foods & Coffee,2,40.69
C1006,INV-600059,2024-12-11 00:00:00,76.96,Gourmet Foods & Coffee,4,19.24
C1584,INV-602580,2024-12-11 00:00:00,99.0,Beauty & Wellness,5,19.8
C1584,INV-602580,2024-12-11 00:00:00,65.29,Home & Smart Living,1,65.29
C1584,INV-602580,2024-12-11 00:00:00,120.93,Sports & Outdoors,1,120.93
C1574,INV-602536,2024-12-11 00:00:00,253.59,Sports & Outdoors,3,84.53
C1006,INV-600059,2024-12-11 00:00:00,92.22,Gourmet Foods & Coffee,2,46.11
C1079,INV-600786,2024-12-11 00:00:00,372.1,Gourmet Foods & Coffee,5,74.42
C1593,INV-602627,2024-12-11 00:00:00,162.02,Home & Smart Living,1,162.02
C1019,INV-600188,2024-12-11 00:00:00,208.35,Home & Smart Living,1,208.35
C1070,INV-600697,2024-12-12 00:00:00,168.78,Sports & Outdoors,1,168.78
C1070,INV-600697,2024-12-12 00:00:00,230.87,Sports & Outdoors,1,230.87
C1046,INV-600456,2024-12-12 00:00:00,181.3,Sports & Outdoors,1,181.3
C1046,INV-600456,2024-12-12 00:00:00,115.83,Electronics & Gadgets,1,115.83
C1037,INV-600365,2024-12-12 00:00:00,440.09,Home & Smart Living,7,62.87
C1573,INV-602528,2024-12-13 00:00:00,78.77,Home & Smart Living,1,78.77
C1573,INV-602528,2024-12-13 00:00:00,106.05,Home & Smart Living,1,106.05
C1601,INV-602673,2024-12-13 00:00:00,233.3,Apparel & Designer Wear,1,233.3
C1743,INV-603032,2024-12-13 00:00:00,16.42,Gourmet Foods & Coffee,1,16.42
C1112,INV-601054,2024-12-13 00:00:00,286.5,Home & Smart Living,1,286.5
C1743,INV-603032,2024-12-13 00:00:00,19.74,Gourmet Foods & Coffee,1,19.74
C1743,INV-603032,2024-12-13 00:00:00,14.25,Gourmet Foods & Coffee,1,14.25
C1056,INV-600557,2024-12-13 00:00:00,110.12,Beauty & Wellness,4,27.53
C1570,INV-602513,2024-12-13 00:00:00,161.23,Home & Smart Living,1,161.23
C1570,INV-602513,2024-12-13 00:00:00,112.3,Beauty & Wellness,2,56.15
C1123,INV-601139,2024-12-13 00:00:00,292.48,Home & Smart Living,2,146.24
C1733,INV-603022,2024-12-13 00:00:00,18.0,Beauty & Wellness,1,18.0
C1617,INV-602750,2024-12-13 00:00:00,114.45,Beauty & Wellness,3,38.15
C1573,INV-602528,2024-12-13 00:00:00,108.3,Gourmet Foods & Coffee,2,54.15
C1617,INV-602750,2024-12-13 00:00:00,124.86,Electronics & Gadgets,1,124.86
C1617,INV-602750,2024-12-13 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1056,INV-600557,2024-12-13 00:00:00,96.58,Apparel & Designer Wear,1,96.58
C1056,INV-600557,2024-12-13 00:00:00,133.32,Sports & Outdoors,1,133.32
C1733,INV-603022,2024-12-13 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1634,INV-602829,2024-12-14 00:00:00,126.98,Home & Smart Living,2,63.49
C1577,INV-602551,2024-12-14 00:00:00,111.84,Apparel & Designer Wear,1,111.84
C1634,INV-602829,2024-12-14 00:00:00,268.95,Apparel & Designer Wear,5,53.79
C1577,INV-602551,2024-12-14 00:00:00,117.54,Apparel & Designer Wear,3,39.18
C1047,INV-600467,2024-12-14 00:00:00,210.76,Sports & Outdoors,2,105.38
C1024,INV-600238,2024-12-14 00:00:00,105.35,Home & Smart Living,1,105.35
C1012,INV-600119,2024-12-14 00:00:00,143.75,Home & Smart Living,1,143.75
C1577,INV-602551,2024-12-14 00:00:00,52.02,Apparel & Designer Wear,1,52.02
C1024,INV-600238,2024-12-14 00:00:00,140.47,Apparel & Designer Wear,1,140.47
C1576,INV-602546,2024-12-14 00:00:00,177.91,Electronics & Gadgets,1,177.91
C1012,INV-600119,2024-12-14 00:00:00,142.05,Home & Smart Living,1,142.05
C1024,INV-600238,2024-12-14 00:00:00,124.19,Home & Smart Living,1,124.19
C1047,INV-600467,2024-12-14 00:00:00,186.4,Gourmet Foods & Coffee,5,37.28
C1012,INV-600119,2024-12-14 00:00:00,108.95,Gourmet Foods & Coffee,5,21.79
C1190,INV-601648,2024-12-15 00:00:00,61.95,Home & Smart Living,1,61.95
C1587,INV-602596,2024-12-15 00:00:00,93.95,Sports & Outdoors,1,93.95
C1134,INV-601221,2024-12-15 00:00:00,121.47,Gourmet Foods & Coffee,3,40.49
C1190,INV-601648,2024-12-15 00:00:00,126.2,Apparel & Designer Wear,2,63.1
C1587,INV-602596,2024-12-15 00:00:00,82.14,Home & Smart Living,1,82.14
C1021,INV-600209,2024-12-16 00:00:00,62.03,Sports & Outdoors,1,62.03
C1021,INV-600209,2024-12-16 00:00:00,123.57,Electronics & Gadgets,1,123.57
C1042,INV-600418,2024-12-16 00:00:00,182.88,Sports & Outdoors,2,91.44
C1586,INV-602590,2024-12-16 00:00:00,139.11,Home & Smart Living,1,139.11
C1042,INV-600418,2024-12-16 00:00:00,156.9,Home & Smart Living,2,78.45
C1598,INV-602655,2024-12-16 00:00:00,81.85,Apparel & Designer Wear,1,81.85
C1598,INV-602655,2024-12-16 00:00:00,68.67,Electronics & Gadgets,1,68.67
C1598,INV-602655,2024-12-16 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1021,INV-600209,2024-12-16 00:00:00,110.73,Sports & Outdoors,1,110.73
C1586,INV-602590,2024-12-16 00:00:00,174.98,Electronics & Gadgets,1,174.98
C1654,INV-602901,2024-12-17 00:00:00,87.48,Apparel & Designer Wear,1,87.48
C1680,INV-602954,2024-12-17 00:00:00,42.0,Sports & Outdoors,1,42.0
C1680,INV-602954,2024-12-17 00:00:00,21.97,Gourmet Foods & Coffee,1,21.97
C1654,INV-602901,2024-12-17 00:00:00,152.34,Electronics & Gadgets,1,152.34
C1583,INV-602575,2024-12-17 00:00:00,118.03,Electronics & Gadgets,1,118.03
C1029,INV-600287,2024-12-17 00:00:00,305.75,Gourmet Foods & Coffee,5,61.15
C1583,INV-602575,2024-12-17 00:00:00,97.22,Beauty & Wellness,1,97.22
C1654,INV-602901,2024-12-17 00:00:00,89.0,Home & Smart Living,1,89.0
C1680,INV-602954,2024-12-17 00:00:00,20.88,Beauty & Wellness,1,20.88
C1043,INV-600427,2024-12-17 00:00:00,77.56,Home & Smart Living,2,38.78
C1043,INV-600427,2024-12-17 00:00:00,83.26,Electronics & Gadgets,1,83.26
C1043,INV-600427,2024-12-17 00:00:00,107.8,Sports & Outdoors,1,107.8
C1583,INV-602575,2024-12-17 00:00:00,110.86,Apparel & Designer Wear,1,110.86
C1055,INV-600547,2024-12-18 00:00:00,74.14,Sports & Outdoors,1,74.14
C1055,INV-600547,2024-12-18 00:00:00,119.67,Sports & Outdoors,1,119.67
C1064,INV-600639,2024-12-18 00:00:00,365.6,Gourmet Foods & Coffee,5,73.12
C1055,INV-600547,2024-12-18 00:00:00,90.47,Electronics & Gadgets,1,90.47
C1649,INV-602887,2024-12-18 00:00:00,509.16,Home & Smart Living,3,169.72
C1650,INV-602890,2024-12-18 00:00:00,648.1,Gourmet Foods & Coffee,10,64.81
C1010,INV-600100,2024-12-19 00:00:00,86.46,Apparel & Designer Wear,2,43.23
C1052,INV-600517,2024-12-19 00:00:00,162.44,Sports & Outdoors,1,162.44
C1647,INV-602878,2024-12-19 00:00:00,560.82,Electronics & Gadgets,3,186.94
C1636,INV-602833,2024-12-19 00:00:00,167.1,Home & Smart Living,1,167.1
C1636,INV-602833,2024-12-19 00:00:00,207.57,Gourmet Foods & Coffee,3,69.19
C1010,INV-600100,2024-12-19 00:00:00,77.38,Apparel & Designer Wear,2,38.69
C1010,INV-600100,2024-12-19 00:00:00,100.85,Electronics & Gadgets,1,100.85
C1636,INV-602833,2024-12-19 00:00:00,107.38,Sports & Outdoors,1,107.38
C1025,INV-600249,2024-12-19 00:00:00,139.95,Gourmet Foods & Coffee,3,46.65
C1025,INV-600249,2024-12-19 00:00:00,96.04,Sports & Outdoors,2,48.02
C1052,INV-600517,2024-12-19 00:00:00,193.77,Apparel & Designer Wear,3,64.59
C1054,INV-600537,2024-12-19 00:00:00,426.63,Sports & Outdoors,3,142.21
C1094,INV-600931,2024-12-20 00:00:00,160.02,Beauty & Wellness,3,53.34
C1633,INV-602824,2024-12-20 00:00:00,398.95,Beauty & Wellness,5,79.79
C1022,INV-600219,2024-12-20 00:00:00,111.31,Home & Smart Living,1,111.31
C1646,INV-602873,2024-12-20 00:00:00,452.08,Beauty & Wellness,4,113.02
C1022,INV-600219,2024-12-20 00:00:00,67.5,Electronics & Gadgets,1,67.5
C1022,INV-600219,2024-12-20 00:00:00,87.46,Beauty & Wellness,1,87.46
C1058,INV-600575,2024-12-20 00:00:00,339.0,Gourmet Foods & Coffee,12,28.25
C1063,INV-600628,2024-12-21 00:00:00,118.14,Beauty & Wellness,6,19.69
C1063,INV-600628,2024-12-21 00:00:00,157.92,Sports & Outdoors,1,157.92
C1198,INV-601710,2024-12-21 00:00:00,94.82,Home & Smart Living,1,94.82
C1005,INV-600048,2024-12-21 00:00:00,113.88,Home & Smart Living,1,113.88
C1005,INV-600048,2024-12-21 00:00:00,219.6,Gourmet Foods & Coffee,3,73.2
C1198,INV-601710,2024-12-21 00:00:00,71.41,Sports & Outdoors,1,71.41
C1067,INV-600666,2024-12-21 00:00:00,404.3,Apparel & Designer Wear,2,202.15
C1198,INV-601710,2024-12-21 00:00:00,70.29,Sports & Outdoors,1,70.29
C1618,INV-602758,2024-12-22 00:00:00,130.65,Apparel & Designer Wear,1,130.65
C1618,INV-602758,2024-12-22 00:00:00,131.3,Beauty & Wellness,5,26.26
C1566,INV-602493,2024-12-22 00:00:00,126.36,Sports & Outdoors,1,126.36
C1566,INV-602493,2024-12-22 00:00:00,179.64,Home & Smart Living,2,89.82
C1049,INV-600490,2024-12-22 00:00:00,80.55,Apparel & Designer Wear,1,80.55
C1049,INV-600490,2024-12-22 00:00:00,90.11,Electronics & Gadgets,1,90.11
C1049,INV-600490,2024-12-22 00:00:00,112.04,Gourmet Foods & Coffee,2,56.02
C1082,INV-600815,2024-12-22 00:00:00,458.36,Apparel & Designer Wear,4,114.59
C1182,INV-601586,2024-12-22 00:00:00,114.27,Electronics & Gadgets,1,114.27
C1182,INV-601586,2024-12-22 00:00:00,93.74,Beauty & Wellness,2,46.87
C1648,INV-602883,2024-12-22 00:00:00,430.84,Sports & Outdoors,2,215.42
C1720,INV-603009,2024-12-22 00:00:00,41.87,Home & Smart Living,1,41.87
C1625,INV-602792,2024-12-22 00:00:00,89.85,Home & Smart Living,1,89.85
C1625,INV-602792,2024-12-22 00:00:00,158.07,Sports & Outdoors,3,52.69
C1053,INV-600527,2024-12-22 00:00:00,91.26,Gourmet Foods & Coffee,2,45.63
C1053,INV-600527,2024-12-22 00:00:00,129.3,Home & Smart Living,3,43.1
C1053,INV-600527,2024-12-22 00:00:00,98.76,Beauty & Wellness,1,98.76
C1695,INV-602974,2024-12-22 00:00:00,37.72,Home & Smart Living,1,37.72
C1695,INV-602974,2024-12-22 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1579,INV-602558,2024-12-23 00:00:00,70.12,Electronics & Gadgets,1,70.12
C1579,INV-602558,2024-12-23 00:00:00,90.99,Home & Smart Living,1,90.99
C1579,INV-602558,2024-12-23 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1149,INV-601343,2024-12-23 00:00:00,99.64,Home & Smart Living,2,49.82
C1723,INV-603012,2024-12-23 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1723,INV-603012,2024-12-23 00:00:00,14.0,Gourmet Foods & Coffee,1,14.0
C1723,INV-603012,2024-12-23 00:00:00,35.0,Home & Smart Living,1,35.0
C1149,INV-601343,2024-12-23 00:00:00,97.8,Sports & Outdoors,1,97.8
C1149,INV-601343,2024-12-23 00:00:00,48.18,Sports & Outdoors,1,48.18
C1608,INV-602703,2024-12-24 00:00:00,169.16,Apparel & Designer Wear,1,169.16
C1608,INV-602703,2024-12-24 00:00:00,126.68,Beauty & Wellness,2,63.34
C1004,INV-600036,2024-12-24 00:00:00,229.35,Home & Smart Living,1,229.35
C1713,INV-603002,2024-12-24 00:00:00,35.0,Home & Smart Living,1,35.0
C1713,INV-603002,2024-12-24 00:00:00,42.0,Sports & Outdoors,1,42.0
C1125,INV-601155,2024-12-24 00:00:00,112.5,Beauty & Wellness,1,112.5
C1125,INV-601155,2024-12-24 00:00:00,69.69,Electronics & Gadgets,1,69.69
C1009,INV-600089,2024-12-24 00:00:00,103.96,Electronics & Gadgets,1,103.96
C1009,INV-600089,2024-12-24 00:00:00,126.5,Gourmet Foods & Coffee,2,63.25
C1004,INV-600036,2024-12-24 00:00:00,158.74,Electronics & Gadgets,1,158.74
C1074,INV-600737,2024-12-24 00:00:00,358.82,Gourmet Foods & Coffee,7,51.26
C1744,INV-603033,2024-12-24 00:00:00,56.01,Home & Smart Living,1,56.01
C1032,INV-600319,2024-12-25 00:00:00,235.35,Beauty & Wellness,5,47.07
C1565,INV-602486,2024-12-25 00:00:00,313.98,Sports & Outdoors,3,104.66
C1719,INV-603008,2024-12-25 00:00:00,42.0,Sports & Outdoors,1,42.0
C1719,INV-603008,2024-12-25 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1645,INV-602870,2024-12-25 00:00:00,270.2,Beauty & Wellness,7,38.6
C1645,INV-602870,2024-12-25 00:00:00,313.69,Gourmet Foods & Coffee,13,24.13
C1032,INV-600319,2024-12-25 00:00:00,205.35,Sports & Outdoors,1,205.35
C1013,INV-600129,2024-12-26 00:00:00,318.35,Apparel & Designer Wear,5,63.67
C1090,INV-600897,2024-12-26 00:00:00,282.38,Gourmet Foods & Coffee,14,20.17
C1062,INV-600618,2024-12-26 00:00:00,431.55,Sports & Outdoors,9,47.95
C1175,INV-601535,2024-12-27 00:00:00,83.96,Gourmet Foods & Coffee,4,20.99
C1631,INV-602817,2024-12-27 00:00:00,170.21,Electronics & Gadgets,1,170.21
C1175,INV-601535,2024-12-27 00:00:00,102.29,Beauty & Wellness,1,102.29
C1175,INV-601535,2024-12-27 00:00:00,60.38,Gourmet Foods & Coffee,1,60.38
C1630,INV-602813,2024-12-27 00:00:00,158.93,Electronics & Gadgets,1,158.93
C1612,INV-602722,2024-12-27 00:00:00,93.71,Home & Smart Living,1,93.71
C1083,INV-600824,2024-12-27 00:00:00,380.76,Beauty & Wellness,12,31.73
C1612,INV-602722,2024-12-27 00:00:00,56.19,Beauty & Wellness,3,18.73
C1612,INV-602722,2024-12-27 00:00:00,112.19,Apparel & Designer Wear,1,112.19
C1103,INV-600991,2024-12-27 00:00:00,128.4,Sports & Outdoors,2,64.2
C1630,INV-602813,2024-12-27 00:00:00,267.93,Gourmet Foods & Coffee,13,20.61
C1017,INV-600168,2024-12-27 00:00:00,113.61,Home & Smart Living,1,113.61
C1017,INV-600168,2024-12-27 00:00:00,206.53,Home & Smart Living,1,206.53
C1631,INV-602817,2024-12-27 00:00:00,190.71,Home & Smart Living,1,190.71
C1115,INV-601078,2024-12-28 00:00:00,90.08,Gourmet Foods & Coffee,2,45.04
C1086,INV-600856,2024-12-28 00:00:00,213.42,Electronics & Gadgets,1,213.42
C1034,INV-600339,2024-12-28 00:00:00,114.36,Beauty & Wellness,1,114.36
C1115,INV-601078,2024-12-28 00:00:00,92.31,Electronics & Gadgets,1,92.31
C1034,INV-600339,2024-12-28 00:00:00,130.16,Home & Smart Living,1,130.16
C1086,INV-600856,2024-12-28 00:00:00,135.59,Sports & Outdoors,1,135.59
C1564,INV-602481,2024-12-28 00:00:00,191.01,Beauty & Wellness,3,63.67
C1564,INV-602481,2024-12-28 00:00:00,158.88,Electronics & Gadgets,2,79.44
C1620,INV-602768,2024-12-28 00:00:00,219.1,Electronics & Gadgets,1,219.1
C1034,INV-600339,2024-12-28 00:00:00,152.35,Sports & Outdoors,1,152.35
C1115,INV-601078,2024-12-28 00:00:00,44.32,Sports & Outdoors,1,44.32
C1088,INV-600876,2024-12-29 00:00:00,74.56,Electronics & Gadgets,1,74.56
C1088,INV-600876,2024-12-29 00:00:00,154.88,Home & Smart Living,1,154.88
C1088,INV-600876,2024-12-29 00:00:00,78.48,Apparel & Designer Wear,1,78.48
C1655,INV-602904,2024-12-29 00:00:00,160.6,Gourmet Foods & Coffee,5,32.12
C1600,INV-602666,2024-12-29 00:00:00,113.59,Apparel & Designer Wear,1,113.59
C1600,INV-602666,2024-12-29 00:00:00,185.48,Electronics & Gadgets,2,92.74
C1655,INV-602904,2024-12-29 00:00:00,107.85,Sports & Outdoors,1,107.85
C1655,INV-602904,2024-12-29 00:00:00,120.06,Gourmet Foods & Coffee,6,20.01
C1014,INV-600140,2024-12-29 00:00:00,198.96,Gourmet Foods & Coffee,3,66.32
C1196,INV-601696,2024-12-29 00:00:00,138.2,Electronics & Gadgets,1,138.2
C1039,INV-600386,2024-12-29 00:00:00,153.13,Sports & Outdoors,1,153.13
C1039,INV-600386,2024-12-29 00:00:00,109.8,Home & Smart Living,1,109.8
C1077,INV-600766,2024-12-29 00:00:00,109.88,Home & Smart Living,1,109.88
C1196,INV-601696,2024-12-29 00:00:00,156.48,Electronics & Gadgets,1,156.48
C1077,INV-600766,2024-12-29 00:00:00,92.13,Home & Smart Living,1,92.13
C1595,INV-602638,2024-12-30 00:00:00,345.76,Apparel & Designer Wear,4,86.44
C1742,INV-603031,2024-12-30 00:00:00,18.0,Beauty & Wellness,1,18.0
C1742,INV-603031,2024-12-30 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1742,INV-603031,2024-12-30 00:00:00,19.3,Gourmet Foods & Coffee,1,19.3
C1059,INV-600585,2024-12-31 00:00:00,65.75,Sports & Outdoors,1,65.75
C1059,INV-600585,2024-12-31 00:00:00,124.03,Apparel & Designer Wear,1,124.03
C1599,INV-602661,2024-12-31 00:00:00,111.3,Home & Smart Living,1,111.3
C1599,INV-602661,2024-12-31 00:00:00,112.4,Electronics & Gadgets,1,112.4
C1186,INV-601617,2024-12-31 00:00:00,91.26,Gourmet Foods & Coffee,3,30.42
C1186,INV-601617,2024-12-31 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1186,INV-601617,2024-12-31 00:00:00,69.23,Electronics & Gadgets,1,69.23
C1642,INV-602858,2024-12-31 00:00:00,176.8,Sports & Outdoors,1,176.8
C1059,INV-600585,2024-12-31 00:00:00,112.1,Gourmet Foods & Coffee,2,56.05
C1599,INV-602661,2024-12-31 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1642,INV-602858,2024-12-31 00:00:00,127.49,Electronics & Gadgets,1,127.49
C1747,INV-603036,2025-01-01 00:00:00,42.0,Sports & Outdoors,1,42.0
C1644,INV-602864,2025-01-01 00:00:00,106.32,Apparel & Designer Wear,1,106.32
C1747,INV-603036,2025-01-01 00:00:00,42.0,Sports & Outdoors,1,42.0
C1596,INV-602643,2025-01-01 00:00:00,319.32,Sports & Outdoors,6,53.22
C1747,INV-603036,2025-01-01 00:00:00,42.0,Sports & Outdoors,1,42.0
C1167,INV-601474,2025-01-01 00:00:00,178.62,Sports & Outdoors,2,89.31
C1644,INV-602864,2025-01-01 00:00:00,142.7,Apparel & Designer Wear,2,71.35
C1621,INV-602773,2025-01-01 00:00:00,258.12,Home & Smart Living,2,129.06
C1644,INV-602864,2025-01-01 00:00:00,200.96,Electronics & Gadgets,1,200.96
C1724,INV-603013,2025-01-01 00:00:00,51.75,Apparel & Designer Wear,1,51.75
C1732,INV-603021,2025-01-02 00:00:00,18.0,Beauty & Wellness,1,18.0
C1637,INV-602839,2025-01-02 00:00:00,101.33,Beauty & Wellness,1,101.33
C1637,INV-602839,2025-01-02 00:00:00,181.95,Electronics & Gadgets,1,181.95
C1040,INV-600397,2025-01-02 00:00:00,459.36,Apparel & Designer Wear,3,153.12
C1637,INV-602839,2025-01-02 00:00:00,100.04,Beauty & Wellness,1,100.04
C1732,INV-603021,2025-01-02 00:00:00,18.0,Beauty & Wellness,1,18.0
C1051,INV-600508,2025-01-02 00:00:00,137.41,Beauty & Wellness,1,137.41
C1051,INV-600508,2025-01-02 00:00:00,188.01,Gourmet Foods & Coffee,9,20.89
C1055,INV-600546,2025-01-02 00:00:00,156.02,Home & Smart Living,2,78.01
C1055,INV-600546,2025-01-02 00:00:00,148.7,Gourmet Foods & Coffee,2,74.35
